# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
248.7822658280	-45.2443567488	0.00070	0.00070	90	248.7820609145	-45.2445982708	5943803351148817664	2015.0	0.328	0.380	5.63	0.48	-34.626	0.041	-57.965	0.039	0.078	0	68	7.24262e+07	9.50433e+04	5.875	NOT_AVAILABLE	338.6216130829	1.5645268926
250.1849974150	-51.4782573608	0.00073	0.00073	90	250.1850742430	-51.4777103703	5937183019839363328	2015.0	0.579	0.586	20.03	0.93	11.484	0.030	131.278	0.029	0.451	0	118	5.31293e+07	4.91865e+04	6.211	NOT_AVAILABLE	334.6087784878	-3.2962408425
254.0367798101	-50.6748293110	0.00047	0.00043	90	254.0367798101	-50.6748293110	5936759471643197824	2015.0	0.472	0.425							0.378	0	41	5.31246e+07	1.93394e+05	6.212	NOT_AVAILABLE	336.7829280499	-4.6359830258
246.9962591000	-46.2508362495	0.00083	0.00070	90	246.9961980387	-46.2509763296	5942181880735726464	2015.0	0.376	0.211	4.29	0.30	-10.134	0.050	-33.619	0.044	0.735	0	183	5.09427e+07	2.10559e+04	6.257	NOT_AVAILABLE	337.0345059032	1.7855371519
246.2256412290	-45.3494969939	0.00073	0.00055	90	246.2257597639	-45.3495572708	5942479642230039424	2015.0	0.534	0.372	8.43	0.74	19.993	0.033	-14.466	0.027	0.335	0	137	4.88932e+07	3.80121e+04	6.302	NOT_AVAILABLE	337.3085521091	2.7984774374
263.5486734350	-48.4685932796	0.00098	0.00085	90	263.5486476202	-48.4686338219	5946992175390530432	2015.0	0.425	0.440	1.30	0.40	-4.108	0.059	-9.730	0.048	0.620	0	63	5.68042e+07	8.32220e+04	6.139	NOT_AVAILABLE	342.1685093900	-8.4072427147
259.2731040270	-44.7786111342	0.00025	0.00023	0	259.2731040270	-44.7786111342	5953060345701469952	2015.0	0.230	0.253							0.329	0	74	4.53871e+07	4.57639e+04	6.382	NOT_AVAILABLE	343.6290102382	-3.9221337645
267.7434086680	-50.2909052027	0.00084	0.00066	90	267.7434063043	-50.2909091057	5945801747892011520	2015.0	0.338	0.372	1.14	0.32	-0.362	0.051	-0.937	0.036	0.598	0	52	4.26915e+07	7.41294e+04	6.449	NOT_AVAILABLE	341.9697930775	-11.6837454819
259.9639592181	-48.5502018578	0.00033	0.00029	0	259.9639592181	-48.5502018578	5950535420330920064	2015.0	0.293	0.335							0.522	0	47	4.15740e+07	3.03391e+04	6.478	NOT_AVAILABLE	340.7903270669	-6.4635049239
261.1795514660	-45.0082365251	0.00060	0.00044	90	261.1794722158	-45.0080791405	5952444378678032512	2015.0	0.170	0.248	16.57	0.29	-13.447	0.038	37.772	0.024	0.208	0	91	3.87866e+07	3.42494e+04	6.553	NOT_AVAILABLE	344.2068580407	-5.1649722484
259.8526271400	-44.2230286776	0.00074	0.00064	90	259.8526367797	-44.2230788034	5953285848666591232	2015.0	0.484	0.498	3.65	0.55	1.658	0.037	-12.030	0.027	0.444	0	75	3.77509e+07	2.30097e+04	6.582	NOT_AVAILABLE	344.3227831493	-3.9423294557
261.9783747881	-47.0262280272	0.00031	0.00030	90	261.9783747881	-47.0262280272	5951798797847718016	2015.0	0.315	0.303							0.303	0	47	3.75458e+07	5.82952e+04	6.588	NOT_AVAILABLE	342.8228049898	-6.7415859774
264.1368068390	-38.6361574531	0.00093	0.00089	90	264.1368068390	-38.6361574531	5961830948101469952	2015.0	0.930	0.890							0.070	0	69	3.23870e+08	6.26280e+06	4.249	NOT_AVAILABLE	350.7654474504	-3.5290850776
269.4491507957	-41.7163566577	0.00083	0.00074	90	269.4491507957	-41.7163566577	5956774805218647680	2015.0	0.826	0.738							0.158	0	62	3.12800e+08	5.87890e+06	4.287	NOT_AVAILABLE	350.1827633457	-8.5897138509
266.1750621146	-42.7292543785	0.00534	0.00106	90	266.1750621146	-42.7292543785	5957213819594870784	2015.0	5.338	1.055							-0.363	0	38	7.47399e+07	2.05101e+05	5.841	NOT_AVAILABLE	348.0784949690	-6.9906416376
268.2190955320	-41.9965237459	0.00070	0.00062	90	268.2198850974	-41.9973195596	5956907708685983360	2015.0	0.335	0.382	31.19	0.36	140.831	0.041	-190.995	0.033	0.574	0	59	6.27896e+07	1.88975e+05	6.030	NOT_AVAILABLE	349.4830092401	-7.9281617887
264.5351724860	-42.8802763665	0.00081	0.00074	0	264.5351442969	-42.8804031764	5955862004409698688	2015.0	0.533	0.636	5.34	0.75	-4.958	0.034	-30.434	0.034	0.128	0	50	5.84933e+07	6.80485e+04	6.107	NOT_AVAILABLE	347.3190668717	-6.0413747298
260.2592619363	-41.8809280620	0.05229	0.01372	90	260.2592619363	-41.8809280620	5959527741820923392	2015.0	52.290	13.719							0.972	0	40	5.64764e+07	5.65605e+05	6.145	NOT_AVAILABLE	346.4207167916	-2.8522924967
267.6116553130	-41.6483539471	0.00614	0.00585	-0	267.6116570335	-41.6484159301	5956954266134996096	2015.0	0.259	0.294	2.66	0.30	0.309	0.390	-14.876	0.409	0.502	0	72	5.29246e+07	3.94685e+04	6.216	NOT_AVAILABLE	349.5610254096	-7.3614216309
262.2535738558	-43.9739575528	0.00036	0.00028	0	262.2535738558	-43.9739575528	5958561442893441280	2015.0	0.278	0.362							0.440	0	55	4.89961e+07	5.03528e+04	6.299	NOT_AVAILABLE	345.4974328825	-5.2322317949
251.7096489230	-41.4810983256	0.00694	0.00658	69	251.7096468256	-41.4810634670	5968262983742504832	2015.0	0.398	0.383	2.55	0.48	-0.377	0.438	8.366	0.462	0.175	0	99	6.41991e+07	1.00488e+05	6.006	NOT_AVAILABLE	342.8541112100	2.4568683083
254.7178516769	-37.6206842569	0.00225	0.00199	0	254.7178516769	-37.6206842569	5970622501334639616	2015.0	1.986	2.249							0.029	0	40	6.35576e+07	4.07922e+04	6.017	NOT_AVAILABLE	347.3156250096	3.1033090633
253.4952220460	-41.9943269157	0.00060	0.00049	90	253.4952177928	-41.9943369807	5966501497393930624	2015.0	0.206	0.244	0.97	0.31	-0.759	0.037	-2.416	0.029	0.057	0	79	6.09375e+07	8.99034e+04	6.063	NOT_AVAILABLE	343.3111183281	1.1041028675
255.9236785600	-47.1605711331	0.00060	0.00057	-0	255.9236746040	-47.1605485730	5962868367384144768	2015.0	0.385	0.466	6.41	0.51	-0.645	0.028	5.414	0.026	0.265	0	71	5.99535e+07	1.37423e+05	6.080	NOT_AVAILABLE	340.3253420633	-3.4530199996
253.7638741620	-42.0908300378	0.00058	0.00047	90	253.7638699477	-42.0908401186	5966450782420105216	2015.0	0.330	0.298	0.82	0.35	-0.751	0.032	-2.419	0.024	0.325	0	83	5.79543e+07	5.52384e+04	6.117	NOT_AVAILABLE	343.3618122876	0.8883496687
250.3532673650	-42.0605029512	0.00111	0.00096	90	250.3532732254	-42.0605153617	5967828264333659008	2015.0	0.479	0.388	0.61	0.46	1.044	0.067	-2.979	0.059	0.384	0	71	5.55493e+07	8.80607e+04	6.163	NOT_AVAILABLE	341.7532932705	2.8439776725
252.7501411730	-37.5145112999	0.00074	0.00069	90	252.7501091181	-37.5145625577	5971527090170774144	2015.0	0.475	0.462	3.49	0.61	-6.102	0.038	-12.302	0.034	0.057	0	52	5.43172e+07	3.01562e+04	6.187	NOT_AVAILABLE	346.4186265224	4.3849855019
260.7281220340	-37.2207885076	0.00066	0.00057	90	260.7282278045	-37.2209519332	5974386610673158656	2015.0	0.472	0.462	9.04	0.47	20.214	0.031	-39.222	0.023	0.491	0	74	9.65819e+07	3.28766e+05	5.563	NOT_AVAILABLE	350.4650716840	-0.5059238920
258.8302010120	-33.5484197401	0.00064	0.00054	90	258.8302080527	-33.5484308982	5979008201648806144	2015.0	0.457	0.434	0.70	0.62	1.408	0.030	-2.678	0.021	0.223	0	69	7.71346e+07	1.90480e+06	5.807	NOT_AVAILABLE	352.5858193666	2.8683069902
259.0894461729	-35.7517261561	0.00087	0.00070	90	259.0894461729	-35.7517261561	5975510968686869504	2015.0	0.867	0.703							0.383	0	28	6.84425e+07	1.72093e+05	5.936	NOT_AVAILABLE	350.9143251452	1.4156761378
260.6634079820	-37.8046388094	0.00070	0.00046	90	260.6634068594	-37.8046412015	5972810563833563648	2015.0	0.227	0.230	0.41	0.24	-0.213	0.044	-0.574	0.027	0.486	0	52	6.67476e+07	2.32843e+05	5.964	NOT_AVAILABLE	349.9548032408	-0.7940158690
258.2439921640	-32.4383319455	0.00057	0.00056	-0	258.2440003965	-32.4383396484	5979913168431238656	2015.0	0.397	0.457	1.06	0.56	1.667	0.026	-1.849	0.022	0.335	0	92	6.65408e+07	1.37923e+05	5.967	NOT_AVAILABLE	353.2020980872	3.9150001859
256.5841234670	-37.2275913971	0.00065	0.00051	90	256.5840837391	-37.2276952815	5976498944308899712	2015.0	0.454	0.385	6.96	0.51	-7.592	0.031	-24.932	0.023	0.290	0	63	6.55297e+07	9.71519e+04	5.984	NOT_AVAILABLE	348.5324701353	2.1687669568
261.2611159550	-34.6960580948	0.00062	0.00047	90	261.2611120607	-34.6961405829	5975817762496648960	2015.0	0.420	0.362	5.14	0.43	-0.768	0.031	-19.797	0.020	0.371	0	55	5.66404e+07	5.15661e+04	6.142	NOT_AVAILABLE	352.7936614468	0.5610696383
237.2100722050	-52.4382543678	0.00064	0.00046	90	237.2100889651	-52.4383004420	5981928779403269760	2015.0	0.359	0.227	4.78	0.48	2.452	0.035	-11.058	0.027	-0.004	0	188	1.02028e+08	2.72723e+05	5.503	NOT_AVAILABLE	328.1648795579	1.5189423153
237.3070060960	-52.2158284270	0.00067	0.00054	90	237.3070010747	-52.2158462560	5981938640648938368	2015.0	0.377	0.263	1.72	0.63	-0.738	0.037	-4.279	0.032	-0.164	0	186	6.42818e+07	8.44079e+04	6.005	NOT_AVAILABLE	328.3498551721	1.6560703905
239.9755979190	-54.0209146555	0.00064	0.00040	90	239.9755595808	-54.0209549375	5980793568007422464	2015.0	0.490	0.286	1.76	0.52	-5.406	0.027	-9.668	0.019	0.453	0	188	5.91363e+07	7.02342e+04	6.095	NOT_AVAILABLE	328.4318989967	-0.7553769042
235.9080796320	-51.6296648191	0.00488	0.00481	90	235.9080568044	-51.6297398169	5982258048775782528	2015.0	0.338	0.201	3.17	0.35	-3.401	0.325	-17.999	0.320	0.132	0	195	5.86846e+07	3.08671e+04	6.103	NOT_AVAILABLE	328.0308401834	2.6491420814
243.5325247920	-48.9327729779	0.00054	0.00045	90	243.5325745497	-48.9328085975	5983644258060506752	2015.0	0.248	0.222	4.55	0.37	7.845	0.032	-8.549	0.026	0.301	0	105	5.47105e+07	3.28857e+04	6.180	NOT_AVAILABLE	333.4862948854	1.5327428967
239.2661117270	-48.1621612967	0.00053	0.00038	90	239.2655268386	-48.1625756599	5984485590628036480	2015.0	0.373	0.218	17.71	0.50	-93.632	0.025	-99.447	0.021	-0.119	0	134	5.39401e+07	7.70237e+04	6.195	NOT_AVAILABLE	331.8959153926	3.9917851900
235.6072253040	-49.2175519951	0.00064	0.00047	90	235.6072113293	-49.2175784523	5985552151253384832	2015.0	0.273	0.174	0.92	0.34	-2.191	0.038	-6.350	0.029	-0.016	0	193	5.22068e+07	2.90662e+04	6.230	NOT_AVAILABLE	329.3456839823	4.6822841189
241.1527282078	-37.8634291931	0.00506	0.00155	90	241.1527282078	-37.8634291931	5998513606648250112	2015.0	5.056	1.554							-0.929	1	108	7.79026e+07	1.72328e+05	5.796	NOT_AVAILABLE	339.8049600871	10.8124306976
242.8237672080	-41.1198019593	0.00076	0.00040	90	242.8233146213	-41.1203229334	5993676064717469824	2015.0	0.595	0.295	14.47	0.69	-81.828	0.031	-125.034	0.018	0.032	0	197	7.69051e+07	1.40829e+05	5.810	NOT_AVAILABLE	338.5108652558	7.5510715411
239.9910087300	-40.6531128306	0.00069	0.00037	90	239.9909928293	-40.6531501684	5996132786006668928	2015.0	0.405	0.161	1.80	0.46	-2.895	0.037	-8.961	0.022	-0.136	0	200	7.47008e+07	9.10705e+04	5.841	NOT_AVAILABLE	337.2308580453	9.3398644226
239.0284913370	-39.8643651309	0.00064	0.00034	90	239.0285068665	-39.8644404487	5996422541685264640	2015.0	0.459	0.211	5.73	0.52	2.861	0.030	-18.076	0.018	-0.107	0	224	6.48665e+07	7.23408e+04	5.995	NOT_AVAILABLE	337.1946476293	10.4170162256
239.2461053130	-41.0623080628	0.00677	0.00667	-0	239.2460766794	-41.0623104045	5996034585877216256	2015.0	0.427	0.248	1.45	0.48	-5.182	0.444	-0.562	0.451	-0.064	0	243	5.75459e+07	8.46687e+04	6.125	NOT_AVAILABLE	336.5279252947	9.4016600697
245.1359054670	-39.4303425587	0.00072	0.00035	90	245.1358318345	-39.4305266588	5994200428680600704	2015.0	0.550	0.225	7.40	0.64	-13.650	0.031	-44.184	0.018	0.426	0	214	5.62787e+07	6.02545e+04	6.149	NOT_AVAILABLE	340.9748643479	7.5266574592
241.8948461700	-36.7196512426	0.00064	0.00042	90	241.8950642858	-36.7196034069	5998681179082564096	2015.0	0.264	0.114	7.68	0.33	41.960	0.039	11.481	0.027	-0.171	1	286	5.13899e+07	2.29095e+04	6.248	NOT_AVAILABLE	341.0390653610	11.2481245453
234.5124958284	-42.5671021460	0.00061	0.00054	90	234.5124958284	-42.5671021460	6001701606249591680	2015.0	0.608	0.536							0.076	0	190	3.51596e+08	5.05230e+06	4.160	NOT_AVAILABLE	332.7818468316	10.4454742275
234.0504148920	-44.3968261777	0.00081	0.00052	90	234.0501512549	-44.3970611167	6001075881052903552	2015.0	0.648	0.409	5.70	0.88	-45.209	0.033	-56.385	0.021	-0.388	0	172	1.74885e+08	1.19501e+06	4.918	NOT_AVAILABLE	331.3990774646	9.1786595058
231.2966234800	-47.2174353088	0.00053	0.00048	90	231.2966147919	-47.2174527966	5998902009125820160	2015.0	0.291	0.200	3.09	0.48	-1.416	0.030	-4.197	0.029	-0.269	0	226	6.99531e+07	4.33005e+04	5.913	NOT_AVAILABLE	328.1692377280	7.9803004391
231.9662333530	-40.6596245399	0.00077	0.00055	90	231.9662292223	-40.6596277141	6002720200686841600	2015.0	0.548	0.375	2.10	0.48	-0.752	0.036	-0.762	0.026	0.725	0	83	6.95844e+07	1.41634e+05	5.918	NOT_AVAILABLE	332.3577855476	13.1079610634
233.3513533700	-40.4908500380	0.00056	0.00033	90	233.3515726473	-40.4911089304	6002871795852733824	2015.0	0.331	0.148	7.07	0.34	40.023	0.030	-62.134	0.020	-0.622	0	280	6.16531e+07	2.96936e+04	6.050	NOT_AVAILABLE	333.3346778888	12.6298321665
236.0944751700	-41.8190876184	0.00073	0.00049	90	236.0943742619	-41.8192068029	6001797744793939328	2015.0	0.466	0.249	7.97	0.56	-18.049	0.037	-28.604	0.028	-0.147	1	191	5.68061e+07	8.23098e+04	6.139	NOT_AVAILABLE	334.1896705319	10.3220866912
230.8540828420	-46.1404155573	0.00053	0.00052	90	230.8539135045	-46.1404548270	5999240658701815296	2015.0	0.228	0.144	6.36	0.31	-28.160	0.032	-9.425	0.033	-0.360	0	262	5.47729e+07	2.12285e+04	6.178	NOT_AVAILABLE	328.5203701789	9.0440560858
237.7396922963	-33.6273148016	0.00074	0.00055	90	237.7396922963	-33.6273148016	6015150901193610752	2015.0	0.740	0.548							-0.018	0	176	2.76319e+08	3.87078e+06	4.421	NOT_AVAILABLE	340.5698631739	15.8179016065
235.6593954560	-37.4250110709	0.00052	0.00039	90	235.6593954560	-37.4250110709	6009789205755786752	2015.0	0.519	0.390							0.068	0	147	1.55599e+08	1.01651e+06	5.045	NOT_AVAILABLE	336.7137454662	13.9737453307
239.2229337292	-33.9662724840	0.00051	0.00042	90	239.2229337292	-33.9662724840	6012174798098547456	2015.0	0.506	0.417							0.130	0	183	1.32534e+08	7.06077e+05	5.219	NOT_AVAILABLE	341.2987680072	14.7502943808
239.3388019427	-36.1854138016	0.00067	0.00061	90	239.3388019427	-36.1854138016	6010543741317627392	2015.0	0.667	0.612							0.050	0	183	1.15444e+08	3.34988e+05	5.369	NOT_AVAILABLE	339.8534144983	13.0283512092
239.2254677070	-33.9642582769	0.00356	0.00187	90	239.2255234676	-33.9644316753	6012174832458285312	2015.0	0.684	0.266	15.39	0.88	11.099	0.233	-41.616	0.123	-0.247	0	217	8.89705e+07	2.43469e+05	5.652	NOT_AVAILABLE	341.3016925635	14.7502367634
236.6842375920	-34.6824528599	0.00093	0.00042	90	236.6841395533	-34.6825626686	6014626193628728064	2015.0	0.762	0.336	8.01	0.80	-19.349	0.036	-26.354	0.017	-0.463	0	222	8.81314e+07	2.32223e+05	5.662	NOT_AVAILABLE	339.1690882347	15.5771622147
250.0538471970	-33.7435743722	0.00064	0.00058	90	250.0538649089	-33.7436115890	6021244635158473728	2015.0	0.367	0.367	2.17	0.52	3.535	0.035	-8.932	0.030	-0.016	0	87	6.06863e+07	8.29585e+04	6.067	NOT_AVAILABLE	347.8957558031	8.4916401388
244.5588339490	-34.9147310556	0.00096	0.00065	90	244.5586659374	-34.9147513843	6023084530427539456	2015.0	0.448	0.300	3.86	0.54	-33.065	0.056	-4.879	0.039	-0.260	0	63	5.63881e+07	4.40166e+04	6.147	NOT_AVAILABLE	343.8990261317	11.0306343953
247.1926003530	-35.6900202201	0.00103	0.00076	90	247.1925603661	-35.6900576258	6022065970339569408	2015.0	0.641	0.565	1.88	0.81	-7.794	0.054	-8.977	0.034	-0.008	0	71	5.45733e+07	1.76439e+05	6.182	NOT_AVAILABLE	344.8413131348	8.9425379963
243.3012357340	-34.3068876659	0.00095	0.00088	90	243.3011873105	-34.3069029451	6023000280351318784	2015.0	0.271	0.096	1.13	0.34	-9.600	0.061	-3.667	0.058	-0.237	0	498	5.28408e+07	2.67529e+04	6.217	NOT_AVAILABLE	343.5901935843	12.1921140677
250.4393933770	-33.1457595221	0.00076	0.00049	-0	250.4391024001	-33.1459964463	6021291673634989312	2015.0	0.272	0.603	12.40	0.78	-58.471	0.027	-56.862	0.031	-0.476	0	62	5.28128e+07	3.39931e+06	6.218	NOT_AVAILABLE	348.5659128744	8.6376588215
245.7817214510	-37.4245764640	0.00081	0.00066	-0	245.7813794788	-37.4247765795	6021489654448588032	2015.0	0.243	0.514	7.08	0.65	-65.179	0.041	-48.028	0.042	-0.407	0	84	4.83722e+07	2.13975e+04	6.313	NOT_AVAILABLE	342.7789088502	8.5697417110
250.6210567351	-37.0797101198	0.00038	0.00038	0	250.6210567351	-37.0797101198	6019299599085388160	2015.0	0.377	0.378							0.180	0	74	4.11694e+07	3.48043e+05	6.488	NOT_AVAILABLE	345.6563629667	5.9601576669
255.2558595945	-29.6719874206	0.00064	0.00055	90	255.2558595945	-29.6719874206	6029454860275943296	2015.0	0.636	0.552							0.107	0	51	7.62529e+07	1.84650e+05	5.819	NOT_AVAILABLE	353.9032338271	7.6185185714
251.2507927070	-28.5096574458	0.00054	0.00043	90	251.2506639062	-28.5096594326	6032215802696572544	2015.0	0.356	0.306	6.14	0.51	-27.164	0.027	-0.477	0.020	-0.004	0	68	6.51284e+07	9.24765e+04	5.990	NOT_AVAILABLE	352.6257125958	11.0840858005
254.2965835772	-33.2595289183	0.00350	0.00330	90	254.2965835772	-33.2595289183	6026503569268889984	2015.0	3.502	3.300							0.002	0	13	6.35650e+07	7.98299e+06	6.017	NOT_AVAILABLE	350.5412303222	6.0700761789
250.0443040660	-28.9401244128	0.00108	0.00085	90	250.0441439950	-28.9402352696	6032138046607409280	2015.0	0.591	0.410	3.81	0.68	-33.620	0.060	-26.606	0.049	-0.011	0	74	6.21396e+07	8.00132e+04	6.041	NOT_AVAILABLE	351.5973115546	11.6209372639
250.4065007030	-27.8096780209	0.00073	0.00048	90	250.4065777179	-27.8098408999	6032539162195310592	2015.0	0.362	0.288	7.58	0.47	16.349	0.042	-39.091	0.026	0.089	0	66	5.69973e+07	7.08274e+04	6.135	NOT_AVAILABLE	352.6914402185	12.1035873921
253.6499857329	-30.5873594640	0.00028	0.00026	90	253.6499857329	-30.5873594640	6027979594857057536	2015.0	0.282	0.263							0.456	0	83	4.99376e+07	4.11670e+04	6.279	NOT_AVAILABLE	352.3137931392	8.1552883452
256.1160130160	-28.5826773997	0.00065	0.00046	90	256.1164082737	-28.5837970736	6029992658901107968	2015.0	0.268	0.256	55.03	0.29	83.301	0.039	-268.722	0.025	0.468	0	95	4.85456e+07	2.78685e+04	6.309	NOT_AVAILABLE	355.2365579168	7.6725688103
252.3884480760	-31.6513754378	0.00064	0.00064	90	252.3883142215	-31.6514192419	6027814320209641728	2015.0	0.289	0.420	5.39	0.75	-27.347	0.038	-10.513	0.032	0.035	0	56	4.44720e+07	2.40765e+04	6.405	NOT_AVAILABLE	350.7922342830	8.3320126611
240.8356136566	-25.8654016505	0.00087	0.00031	90	240.8356136566	-25.8654016505	6043646875331640448	2015.0	0.867	0.311							-0.293	1	218	2.03803e+08	1.47477e+06	4.752	NOT_AVAILABLE	348.1689516447	19.7052256165
242.7581964277	-29.4165831227	0.00056	0.00050	90	242.7581964277	-29.4165831227	6038711820469661184	2015.0	0.565	0.502							0.200	0	164	1.92616e+08	1.33551e+06	4.813	NOT_AVAILABLE	346.8073062853	15.9862570315
244.8864096300	-30.9067108626	0.00129	0.00075	90	244.8868089122	-30.9066119822	6037514795908726144	2015.0	0.848	0.466	22.77	0.85	82.221	0.065	23.731	0.039	-0.087	0	92	1.10947e+08	5.34608e+05	5.412	NOT_AVAILABLE	347.0361564854	13.6287332657
243.5931883050	-33.0110885443	0.00075	0.00035	90	243.5931459985	-33.0111675694	6035602504667069312	2015.0	0.565	0.235	5.24	0.58	-8.515	0.033	-18.966	0.018	-0.650	0	198	9.58714e+07	1.86177e+05	5.571	NOT_AVAILABLE	344.7021357654	12.9405205237
242.4691241210	-33.5458071325	0.00083	0.00037	90	242.4689997316	-33.5459984646	6035292270589610496	2015.0	0.656	0.250	8.03	0.80	-24.881	0.034	-45.920	0.018	0.085	0	353	9.50114e+07	2.17747e+05	5.580	NOT_AVAILABLE	343.6294362513	13.2189038574
246.1657248940	-29.7046584272	0.00101	0.00056	90	246.1660659955	-29.7049922647	6038073966286870784	2015.0	0.546	0.310	30.27	0.63	71.107	0.057	-80.121	0.031	-0.092	0	68	8.84435e+07	2.67104e+05	5.658	NOT_AVAILABLE	348.7154414861	13.6480562866
248.9705920078	-28.2161109728	0.00118	0.00112	90	248.9705920078	-28.2161109728	6044420725362371456	2015.0	1.177	1.122							-0.020	0	59	5.21862e+08	1.16739e+07	3.731	NOT_AVAILABLE	351.5346626659	12.8081051764
245.1590479599	-24.1693977919	0.00085	0.00079	90	245.1590479599	-24.1693977919	6050060704613772160	2015.0	0.848	0.789							0.022	0	163	3.12272e+08	4.43400e+06	4.288	NOT_AVAILABLE	352.3278383914	18.0502421274
247.8451972980	-26.5376383102	0.00062	0.00041	90	247.8450420174	-26.5377867535	6045581637842239360	2015.0	0.379	0.250	14.27	0.43	-33.341	0.033	-35.626	0.022	-0.016	0	83	8.42795e+07	2.42863e+05	5.710	NOT_AVAILABLE	352.1659261776	14.6627279961
245.1803930070	-21.8406721070	0.00106	0.00057	90	245.1803921233	-21.8407051584	6052093426735036160	2015.0	0.792	0.372	2.96	0.84	-0.197	0.047	-7.932	0.029	0.004	0	89	7.26691e+07	8.99733e+04	5.871	NOT_AVAILABLE	354.1724512730	19.5913472468
250.4007409060	-24.4679606307	0.00061	0.00032	90	250.4004846398	-24.4679976849	6047774064024718336	2015.0	0.417	0.207	11.91	0.46	-55.980	0.029	-8.893	0.016	0.347	0	69	6.28800e+07	7.37186e+04	6.028	NOT_AVAILABLE	355.3353063429	14.2347105026
243.7225757816	-25.4770589288	0.00163	0.00045	90	243.7225757816	-25.4770589288	6049497999473201280	2015.0	1.626	0.447							-0.286	0	72	6.14259e+07	3.89961e+05	6.054	NOT_AVAILABLE	350.3866648175	18.1178538897
185.3385901312	-60.4007661873	0.00064	0.00061	90	185.3385901312	-60.4007661873	6058271960531069184	2015.0	0.641	0.610							-0.017	0	147	5.09877e+08	9.78998e+06	3.756	NOT_AVAILABLE	299.2223241321	2.2541227725
181.7207431002	-64.6138836169	0.00193	0.00103	90	181.7207431002	-64.6138836169	6053245135132813568	2015.0	1.926	1.032							-0.145	0	55	2.74243e+08	5.96805e+06	4.429	NOT_AVAILABLE	298.1777767683	-2.1541904894
191.4095128475	-60.9815946378	0.00042	0.00037	90	191.4095128475	-60.9815946378	6056280401373072000	2015.0	0.419	0.374							0.042	0	122	2.22352e+08	2.21044e+06	4.657	NOT_AVAILABLE	302.2282323504	1.8822306608
181.0799129040	-63.1656968246	0.00050	0.00044	90	181.0799129040	-63.1656968246	6054349899472843520	2015.0	0.501	0.437							-0.017	0	78	1.71233e+08	1.86949e+06	4.941	NOT_AVAILABLE	297.6438724715	-0.7787363571
190.4855019943	-59.6858379015	0.00047	0.00043	90	190.4855019943	-59.6858379015	6059642879732875904	2015.0	0.473	0.429							0.027	0	88	1.56827e+08	1.40784e+06	5.036	NOT_AVAILABLE	301.7321024802	3.1637883609
181.2383932720	-60.9682529908	0.00087	0.00072	98	181.2381662360	-60.9682782605	6058590681461439872	2015.0	0.580	0.713	4.51	0.96	-26.443	0.029	-6.065	0.034	0.047	0	85	1.53412e+08	9.66487e+05	5.060	NOT_AVAILABLE	297.3201282767	1.3959685327
187.9180426240	-59.4239236763	0.00070	0.00067	-0	187.9179379002	-59.4239401286	6058439910929477120	2015.0	0.548	0.573	1.71	0.87	-12.785	0.026	-3.949	0.027	0.131	0	176	1.28100e+08	5.91523e+05	5.256	NOT_AVAILABLE	300.4162542372	3.3512273766
193.6534658215	-57.1687085841	0.00056	0.00042	90	193.6534658215	-57.1687085841	6060547331128876928	2015.0	0.561	0.419							0.182	0	213	1.25118e+08	5.94388e+05	5.281	NOT_AVAILABLE	303.3645226319	5.7003737140
