# Completeness = 2999/1142679769
ra_ep2000	dec_ep2000	errHalfMaj	errHalfMin	errPosAng	ra	dec	source_id	ref_epoch	ra_error	dec_error	parallax	parallax_error	pm.ra	pm.ra_error	pm.dec	pm.dec_error	ra_dec_corr	duplicated_source	phot_g_n_obs	phot_g_mean_flux	phot_g_mean_flux_error	phot_g_mean_mag	phot_variable_flag	l	b
286.5448303000	-9.6322089976	0.00057	0.00047	90	286.5448513510	-9.6322487848	4202605776646204160	2015.0	0.316	0.322	3.21	0.43	4.981	0.032	-9.549	0.023	0.435	0	55	5.32199e+07	3.02819e+04	6.210	NOT_AVAILABLE	25.9768701219	-7.6254476459
284.0965876500	-11.3233221035	0.00069	0.00053	90	284.0964767951	-11.3234201834	4201965036245105024	2015.0	0.249	0.256	4.24	0.32	-26.087	0.043	-23.539	0.031	0.294	0	56	5.03134e+07	4.42844e+04	6.271	NOT_AVAILABLE	23.3723841421	-6.2213669973
287.7550481997	-7.4277154454	0.00302	0.00300	0	287.7550481997	-7.4277154454	4204970486859362944	2015.0	2.995	3.022							0.030	1	43	4.23961e+07	2.29863e+04	6.456	NOT_AVAILABLE	28.5062882872	-7.7159214774
289.1142978850	-11.5684904471	0.00099	0.00080	90	289.1143225895	-11.5685050594	4198193539563127936	2015.0	0.720	0.634	1.81	0.80	5.809	0.045	-3.507	0.033	0.605	0	40	4.16650e+07	8.39750e+04	6.475	NOT_AVAILABLE	25.3395936300	-10.7449788842
287.0039808010	-7.8478671969	0.00061	0.00045	90	287.0039192643	-7.8480109676	4204586753002099712	2015.0	0.270	0.249	5.51	0.29	-14.630	0.036	-34.505	0.025	0.521	0	74	4.15980e+07	4.38176e+04	6.477	NOT_AVAILABLE	27.7917783982	-7.2373858109
294.4475978451	-4.6478637110	0.00041	0.00038	90	294.4475978451	-4.6478637110	4209968347023949952	2015.0	0.406	0.379							0.171	0	106	1.15654e+08	7.19773e+05	5.367	NOT_AVAILABLE	34.0571157469	-12.4235849189
295.0887457530	-5.4475166907	0.00069	0.00051	90	295.0887565660	-5.4475554941	4209116740912896896	2015.0	0.433	0.367	2.79	0.37	2.583	0.036	-9.313	0.023	0.703	0	106	5.59168e+07	2.61242e+04	6.156	NOT_AVAILABLE	33.6186574932	-13.3534914879
291.2563804430	-4.8845486228	0.00120	0.00082	90	291.2565187766	-4.8845380972	4211657677921062400	2015.0	0.555	0.519	7.91	0.61	33.080	0.071	2.526	0.042	0.440	0	74	4.44552e+07	2.47964e+04	6.405	NOT_AVAILABLE	32.3835364654	-9.6901999800
288.8429497426	-6.0497208437	0.00037	0.00030	90	288.8429497426	-6.0497208437	4211227154701838080	2015.0	0.369	0.303							0.613	0	81	3.89108e+07	1.76487e+04	6.550	NOT_AVAILABLE	30.2383513367	-8.0660074687
289.5296087980	-5.4234356764	0.00094	0.00069	90	289.5296062877	-5.4234599861	4211368815600105088	2015.0	0.272	0.263	1.19	0.37	-0.600	0.060	-5.834	0.043	0.097	1	56	3.72480e+07	5.82694e+04	6.597	NOT_AVAILABLE	31.1135399727	-8.3957501440
297.7027559830	-4.6940909378	0.00055	0.00037	90	297.7028074179	-4.6941153115	4209380589340923904	2015.0	0.324	0.174	5.18	0.37	12.303	0.029	-5.850	0.022	0.447	0	223	3.55352e+07	1.60250e+04	6.648	NOT_AVAILABLE	35.5224403887	-15.3399491900
292.7497957880	-2.0347329681	0.00071	0.00061	90	292.7498073946	-2.0347369321	4214819426690842496	2015.0	0.292	0.383	2.21	0.59	2.784	0.043	-0.951	0.032	-0.153	0	178	3.49938e+07	2.85043e+04	6.665	NOT_AVAILABLE	35.6460670807	-9.7273764565
299.6355578960	-3.5537234784	0.00085	0.00059	90	299.6355465394	-3.5537335523	4221937321368556416	2015.0	0.459	0.210	1.80	0.52	-2.720	0.048	-2.418	0.037	0.323	0	185	8.71449e+07	1.20554e+05	5.674	NOT_AVAILABLE	37.4906432934	-16.5378660252
305.1089428700	-6.3617318715	0.00071	0.00051	90	305.1085990604	-6.3621058010	4216467766414159360	2015.0	0.353	0.291	4.10	0.41	-82.006	0.041	-89.743	0.028	0.558	0	95	7.49125e+07	1.45230e+05	5.838	NOT_AVAILABLE	37.4674103096	-22.6706297554
301.5509211500	-4.0782205690	0.00087	0.00052	90	301.5511133344	-4.0783840010	4221706939320590464	2015.0	0.618	0.271	8.08	0.65	46.007	0.041	-39.224	0.029	0.500	0	259	6.24892e+07	3.00826e+04	6.035	NOT_AVAILABLE	37.9198746538	-18.4771515992
303.7429230080	-4.5774744784	0.00763	0.00647	76	303.7429387676	-4.5775408699	4222131728768046720	2015.0	0.669	0.504	0.46	0.69	3.770	0.429	-15.934	0.508	0.717	0	110	4.84038e+07	1.56924e+05	6.313	NOT_AVAILABLE	38.5123899399	-20.6483728457
305.9104523833	-5.2662358631	0.06064	0.04474	90	305.9104523833	-5.2662358631	4218890231050046592	2015.0	60.641	44.738							0.406	0	41	3.64867e+07	2.94134e+04	6.619	NOT_AVAILABLE	38.9193105567	-22.8833183874
307.4127936536	-2.8856224957	0.00173	0.00096	90	307.4127936536	-2.8856224957	4225598836820983936	2015.0	1.734	0.962							0.715	0	39	2.06190e+08	2.89492e+06	4.739	NOT_AVAILABLE	41.9660780911	-23.0984235038
306.1562422980	1.0684045705	0.00071	0.00070	-0	306.1562749889	1.0684251577	4230890988150721536	2015.0	0.506	0.568	3.92	0.62	7.844	0.032	4.941	0.028	0.436	0	86	5.53518e+07	7.90898e+04	6.167	NOT_AVAILABLE	45.0339673400	-20.0854608706
309.3266091961	0.0969064873	0.04015	0.01667	90	309.3266091961	0.0969064873	4231133430463840640	2015.0	40.151	16.669							0.999	0	58	5.11969e+07	1.11101e+05	6.252	NOT_AVAILABLE	45.8139275943	-23.3209897309
309.8052125260	-2.4129753508	0.00067	0.00053	90	309.8052470924	-2.4129616530	4225304919325670528	2015.0	0.503	0.354	2.27	0.57	8.289	0.029	3.287	0.026	0.152	0	84	5.09170e+07	7.77695e+04	6.258	NOT_AVAILABLE	43.6744763119	-24.9694812091
311.5050467127	-0.3404347376	0.00478	0.00364	90	311.5050467127	-0.3404347376	4227903271458595072	2015.0	4.777	3.635							0.995	0	57	4.34456e+07	3.18818e+04	6.430	NOT_AVAILABLE	46.5930669587	-25.4265148812
301.0964470154	-0.7098003397	0.00060	0.00054	0	301.0964470154	-0.7098003397	4236110747811212800	2015.0	0.539	0.596							0.283	1	157	1.31998e+08	5.45144e+05	5.223	NOT_AVAILABLE	40.8249081393	-16.5078770036
297.7962110083	-2.4611601445	0.00938	0.00666	90	297.7962110083	-2.4611601445	4234693000576200448	2015.0	9.384	6.657							-0.310	1	23	1.07627e+08	9.66086e+05	5.445	NOT_AVAILABLE	37.6225288534	-14.4044880696
302.0075929270	-0.6781848308	0.00067	0.00034	90	302.0080740938	-0.6784667681	4236276189945032064	2015.0	0.456	0.197	21.09	0.51	115.472	0.033	-67.665	0.018	0.568	0	333	9.08850e+07	1.49791e+05	5.629	NOT_AVAILABLE	41.3043341143	-17.2962344368
298.6868112253	0.2735679853	0.00036	0.00030	90	298.6868112253	0.2735679853	4237169336984811776	2015.0	0.362	0.303							0.220	0	180	9.06425e+07	3.10177e+05	5.631	NOT_AVAILABLE	40.5462042769	-13.9192829046
295.1805624435	-0.6211964379	0.00029	0.00019	90	295.1805624435	-0.6211964379	4238391925198165376	2015.0	0.286	0.195							0.500	0	278	8.71264e+07	2.36632e+05	5.674	NOT_AVAILABLE	38.0587280195	-11.2357822056
298.3280654810	-3.1144625113	0.00119	0.00070	90	298.3281555631	-3.1144036129	4233847025162916224	2015.0	0.977	0.561	11.95	0.97	21.588	0.045	14.136	0.028	0.558	0	175	8.68437e+07	2.69174e+05	5.678	NOT_AVAILABLE	37.2747748693	-15.1764790687
300.8024658080	4.7302634828	0.00073	0.00049	90	300.8025166309	4.7302940980	4248206131626746496	2015.0	0.469	0.209	2.70	0.56	12.156	0.037	7.348	0.029	0.148	0	259	8.53367e+07	9.64884e+04	5.697	NOT_AVAILABLE	45.6159082895	-13.6295287280
308.4996801580	4.8986624370	0.00112	0.00069	-0	308.4996913363	4.8986227920	4245434159730810880	2015.0	0.208	0.858	2.31	0.92	2.673	0.044	-9.515	0.048	-0.156	0	66	5.86812e+07	1.46632e+05	6.104	NOT_AVAILABLE	49.8135625809	-20.1677484355
302.7901618690	6.3486053628	0.00109	0.00097	90	302.7901665155	6.3486522310	4249558908886020608	2015.0	0.410	0.285	1.19	0.39	1.108	0.067	11.248	0.062	0.031	0	68	5.75786e+07	3.29134e+05	6.124	NOT_AVAILABLE	48.0772328443	-14.5425833390
304.0250166920	4.5807936417	0.00054	0.00054	0	304.0248449915	4.5805779478	4246124824833564032	2015.0	0.262	0.259	14.38	0.35	-41.076	0.031	-51.767	0.032	0.627	0	79	5.64620e+07	3.88567e+04	6.145	NOT_AVAILABLE	47.1302783246	-16.4930013943
300.0885687250	3.3319350689	0.00063	0.00041	90	300.0885750679	3.3318683071	4247200353364679936	2015.0	0.365	0.206	2.52	0.42	1.520	0.034	-16.023	0.024	0.366	0	201	5.47005e+07	2.02433e+04	6.180	NOT_AVAILABLE	44.0020900010	-13.6895701386
306.5638851510	2.9571666242	0.00107	0.00075	90	306.5640238375	2.9571457544	4244677695731131648	2015.0	0.825	0.545	5.17	0.83	33.241	0.045	-5.009	0.035	-0.056	0	63	4.76719e+07	3.19371e+04	6.329	NOT_AVAILABLE	46.9906547857	-19.4991677227
282.8423263480	-3.3178568231	0.00053	0.00046	90	282.8423343615	-3.3179462615	4258727049151121920	2015.0	0.347	0.334	12.30	0.35	1.920	0.027	-21.465	0.021	0.567	0	80	6.46769e+07	7.29606e+04	5.998	NOT_AVAILABLE	29.9705037565	-1.4970207026
282.5368498710	-3.6226672354	0.00068	0.00049	90	282.5368710630	-3.6229567488	4258340708255749120	2015.0	0.282	0.197	5.15	0.32	5.076	0.041	-69.483	0.030	0.228	0	50	5.34431e+07	3.93685e+04	6.205	NOT_AVAILABLE	29.5599685160	-1.3644950204
280.3936614290	-3.1184777583	0.00096	0.00091	90	280.3939526966	-3.1184596107	4258572739569219200	2015.0	0.727	0.727	7.48	0.64	69.801	0.042	4.355	0.037	0.673	0	59	5.21484e+07	3.05569e+04	6.232	NOT_AVAILABLE	29.0323078393	0.7691225437
279.5991760093	-3.1935005871	0.00365	0.00117	90	279.5991760093	-3.1935005871	4259305014322455168	2015.0	3.650	1.172							-0.148	0	60	4.81635e+07	2.99521e+04	6.318	NOT_AVAILABLE	28.6021914234	1.4402836100
278.3445696701	-5.9118455524	0.00053	0.00041	90	278.3445696701	-5.9118455524	4256231467003120384	2015.0	0.526	0.412							0.084	0	52	4.62893e+07	4.82212e+04	6.361	NOT_AVAILABLE	25.6123431464	1.3018976812
282.1645548630	-6.0043123518	0.00055	0.00044	90	282.1645943887	-6.0041810382	4253283779405787648	2015.0	0.229	0.281	6.00	0.34	9.434	0.033	31.515	0.023	0.250	0	83	4.37683e+07	2.43423e+04	6.422	NOT_AVAILABLE	27.2698606865	-2.1182512798
279.0326885087	-6.7421265296	0.00024	0.00023	0	279.0326885087	-6.7421265296	4252942999516374784	2015.0	0.230	0.244							-0.241	0	56	4.33075e+07	2.21044e+04	6.433	NOT_AVAILABLE	25.1900951055	0.3125234639
279.8056290610	-1.9521980254	0.00067	0.00053	90	279.8054210623	-1.9523929128	4259732999212933760	2015.0	0.249	0.296	3.63	0.32	-49.891	0.042	-46.773	0.029	0.433	0	80	4.17980e+07	2.28392e+04	6.472	NOT_AVAILABLE	29.8003685920	1.8254335694
290.5897643380	-0.2523387029	0.00086	0.00068	90	290.5900041306	-0.2524420975	4263517105922562176	2015.0	0.689	0.551	8.44	0.84	57.550	0.034	-24.815	0.026	0.193	0	61	1.06582e+08	5.74173e+05	5.456	NOT_AVAILABLE	36.2480202607	-6.9915999391
289.7122626370	0.3390329543	0.00066	0.00047	90	289.7123271116	0.3390870766	4264372525977060736	2015.0	0.438	0.318	6.71	0.51	15.474	0.033	12.989	0.023	0.072	0	48	6.24420e+07	4.16099e+04	6.036	NOT_AVAILABLE	36.3715137810	-5.9403342143
287.2176959240	-2.2871888476	0.00078	0.00051	-0	287.2177443630	-2.2871060181	4261348147432801408	2015.0	0.291	0.624	3.78	0.81	11.616	0.028	19.879	0.031	-0.849	0	65	6.15978e+07	2.87038e+04	6.051	NOT_AVAILABLE	32.8805745782	-4.9206299099
286.2726614647	1.6085757754	0.00045	0.00041	90	286.2726614647	1.6085757754	4267576468493533312	2015.0	0.449	0.407							0.360	0	58	5.95813e+07	1.83434e+05	6.087	NOT_AVAILABLE	35.9219359527	-2.3019292466
289.4507606340	2.0317303086	0.00072	0.00062	90	289.4507489757	2.0316183985	4264892835485921024	2015.0	0.535	0.481	10.67	0.64	-2.796	0.032	-26.858	0.026	0.753	0	276	5.35397e+07	3.63594e+04	6.203	NOT_AVAILABLE	37.7602090165	-4.9294294538
284.0944162480	-1.7998622739	0.00065	0.00061	90	284.0944044300	-1.7999427925	4264967396119595136	2015.0	0.479	0.484	6.45	0.56	-2.835	0.030	-19.324	0.025	0.444	0	86	5.22914e+07	4.27479e+04	6.229	NOT_AVAILABLE	31.8923996773	-1.9194093997
285.3896855169	2.5886172100	0.00031	0.00024	0	285.3896855169	2.5886172100	4268715253296733824	2015.0	0.237	0.309							0.200	0	58	5.19008e+07	7.08305e+04	6.237	NOT_AVAILABLE	36.3898557769	-1.0689198855
282.4049699810	0.8361964980	0.00061	0.00053	90	282.4050281221	0.8361293149	4266584537205176832	2015.0	0.270	0.318	5.12	0.40	13.952	0.036	-16.124	0.028	0.259	0	67	5.14381e+07	7.25155e+04	6.247	NOT_AVAILABLE	33.4688986177	0.7856819443
273.6530195210	-2.6027700068	0.00090	0.00075	90	273.6530368523	-2.6027124164	4270836726623285376	2015.0	0.338	0.472	2.98	0.49	4.155	0.055	13.822	0.039	0.361	0	67	5.72505e+07	4.62748e+04	6.130	NOT_AVAILABLE	26.3779343336	6.9808679516
276.0148757843	-3.5833568959	0.00065	0.00060	90	276.0148757843	-3.5833568959	4269638155874506240	2015.0	0.647	0.598							0.977	0	47	5.05338e+07	8.71112e+04	6.266	NOT_AVAILABLE	26.6055637146	4.4368017002
279.5791715360	-1.1129907999	0.00061	0.00045	90	279.5790149724	-1.1129939625	4271868755725257472	2015.0	0.316	0.272	10.17	0.37	-37.568	0.035	-0.759	0.024	0.264	0	74	4.02745e+07	2.41960e+04	6.512	NOT_AVAILABLE	30.4437079188	2.4106653090
276.2383882128	-1.5794075840	0.00211	0.00205	0	276.2383882128	-1.5794075840	4271248601101138944	2015.0	2.051	2.107							0.163	0	40	3.96283e+07	4.43297e+05	6.530	NOT_AVAILABLE	28.4927515933	5.1642490953
277.9426190979	-2.4184365703	0.00036	0.00022	0	277.9426190979	-2.4184365703	4270170731813326592	2015.0	0.224	0.364							0.123	0	63	3.42865e+07	2.15119e+04	6.687	NOT_AVAILABLE	28.5314506808	3.2660138119
279.2893055130	0.9511396619	0.00088	0.00056	90	279.2893621929	0.9512343209	4273510360945881088	2015.0	0.217	0.214	18.65	0.25	13.601	0.057	22.718	0.034	0.372	0	72	3.35715e+07	1.49346e+04	6.710	NOT_AVAILABLE	32.1502538755	3.6109865377
284.5987702970	6.2399293034	0.00055	0.00055	90	284.5987295718	6.2394836693	4282626033892471424	2015.0	0.332	0.382	17.99	0.55	-9.716	0.029	-106.952	0.026	0.783	0	144	6.08594e+07	3.40293e+04	6.064	NOT_AVAILABLE	39.2768604897	1.3010893413
281.1581805500	1.8745948696	0.00789	0.00677	98	281.1581724619	1.8745401293	4278951809632669696	2015.0	0.276	0.309	2.44	0.31	-1.940	0.451	-13.138	0.526	0.570	0	63	5.07472e+07	7.56947e+04	6.261	NOT_AVAILABLE	33.8255007325	2.3683925958
279.2252564460	3.7898866055	0.00066	0.00063	90	279.2252211844	3.7899017596	4283173865565563648	2015.0	0.363	0.432	11.78	0.49	-8.444	0.037	3.637	0.030	0.296	0	85	4.93203e+07	2.33321e+04	6.292	NOT_AVAILABLE	34.6567116609	4.9582701539
279.2476665110	6.4158402630	0.00564	0.00537	0	279.2476805817	6.4156991775	4284887798035877504	2015.0	0.281	0.323	2.63	0.33	3.356	0.358	-33.861	0.375	0.518	0	61	4.89631e+07	3.84679e+04	6.300	NOT_AVAILABLE	37.0211476853	6.1232064657
279.6660442050	4.8547931256	0.00075	0.00058	90	279.6660171196	4.8545975928	4283819519407181696	2015.0	0.226	0.204	6.93	0.26	-6.477	0.048	-46.928	0.036	0.357	0	66	4.77429e+07	2.24547e+04	6.327	NOT_AVAILABLE	35.8094597671	5.0479804071
279.1208362510	4.9550328865	0.00053	0.00051	90	279.1208405444	4.9549517027	4283880095626000896	2015.0	0.220	0.300	5.29	0.34	1.027	0.032	-19.484	0.028	0.225	0	71	4.73977e+07	3.27271e+04	6.335	NOT_AVAILABLE	35.6529925719	5.5779273124
282.6069308616	7.4580636750	0.00025	0.00013	0	282.6069308616	7.4580636750	4286180617546105472	2015.0	0.133	0.249							0.045	0	50	4.58782e+07	2.44349e+04	6.371	NOT_AVAILABLE	39.4637135112	3.6164249458
293.2823581910	5.0293889584	0.00100	0.00062	90	293.2823555945	5.0293801663	4291204835934407936	2015.0	0.759	0.460	0.20	0.83	-0.621	0.044	-2.110	0.027	0.610	0	284	1.47007e+08	4.47017e+05	5.106	NOT_AVAILABLE	42.2184401419	-6.9160502327
294.7985294722	5.3977534412	0.00041	0.00037	90	294.7985294722	5.3977534412	4291462087299201024	2015.0	0.406	0.370							0.232	0	160	1.20929e+08	7.59913e+05	5.318	NOT_AVAILABLE	43.2672698586	-8.0711245599
292.3251055870	0.2460774581	0.00068	0.00057	90	292.3251483008	0.2460301090	4287446189793410048	2015.0	0.499	0.443	6.62	0.62	10.251	0.031	-11.364	0.024	0.596	0	139	8.29235e+07	1.47454e+05	5.728	NOT_AVAILABLE	37.5000958273	-8.3028287436
293.0028292910	7.4878355875	0.00076	0.00046	90	293.0028146278	7.4876972695	4295155003251466496	2015.0	0.217	0.174	4.73	0.30	-3.489	0.048	-33.196	0.029	0.576	1	203	5.27698e+07	1.98357e+04	6.219	NOT_AVAILABLE	44.2644939644	-5.5077089343
294.0525671930	6.0074195875	0.00076	0.00053	90	294.0525827661	6.0073684926	4291743802790180224	2015.0	0.274	0.185	3.87	0.37	3.717	0.047	-12.263	0.033	0.376	0	220	5.27313e+07	1.96024e+04	6.220	NOT_AVAILABLE	43.4521046744	-7.1282554488
293.8547161580	2.9136064379	0.00080	0.00044	90	293.8547611261	2.9138298396	4288446401777219072	2015.0	0.550	0.274	23.81	0.44	10.778	0.039	53.616	0.023	0.849	1	244	5.13065e+07	1.84924e+04	6.249	NOT_AVAILABLE	40.6058863313	-8.4152792747
296.9422858710	5.7819961362	0.00068	0.00060	90	296.9423836173	5.7819935111	4290785818919865600	2015.0	0.368	0.213	6.76	0.40	23.340	0.038	-0.630	0.038	0.437	0	192	4.84471e+07	2.94311e+04	6.312	NOT_AVAILABLE	44.6435742369	-9.7597769603
287.7723996890	5.1798165323	0.00073	0.00062	90	287.7724062012	5.1797851990	4293460552760371328	2015.0	0.390	0.366	2.27	0.38	1.557	0.041	-7.520	0.033	0.690	0	108	4.79620e+07	2.93018e+04	6.323	NOT_AVAILABLE	39.7843746125	-1.9909744699
298.5624349307	8.4611160564	0.00079	0.00070	90	298.5624349307	8.4611160564	4298361114741625344	2015.0	0.792	0.695							-0.058	0	109	2.26471e+08	2.12894e+06	4.637	NOT_AVAILABLE	47.8127696297	-9.8553310926
295.6417383827	11.8265505805	0.00224	0.00182	0	295.6417383827	11.8265505805	4304669111731293568	2015.0	1.822	2.235							0.352	0	156	1.47896e+08	1.01693e+06	5.100	NOT_AVAILABLE	49.3438816152	-5.6973217534
297.7578724782	10.4151507033	0.00046	0.00044	0	297.7578724782	10.4151507033	4303294034999151744	2015.0	0.444	0.464							0.154	0	156	1.47584e+08	9.22860e+05	5.102	NOT_AVAILABLE	49.1353303433	-8.1993946298
301.0347038707	7.2780132275	0.00091	0.00069	0	301.0347038707	7.2780132275	4298688077708134912	2015.0	0.694	0.913							0.791	0	246	1.26581e+08	2.36259e+05	5.269	NOT_AVAILABLE	48.0058775881	-12.5684747076
296.4164471000	7.6131571279	0.00077	0.00062	90	296.4166721591	7.6131563475	4298055858529408000	2015.0	0.624	0.503	18.55	0.77	53.538	0.030	-0.187	0.025	0.438	0	144	7.21402e+07	1.57314e+05	5.879	NOT_AVAILABLE	46.0109165203	-8.4170698813
298.0143268360	11.6283253676	0.00041	0.00038	90	298.0128631034	11.6269314297	4303735488914680320	2015.0	0.289	0.267	37.07	0.48	-344.086	0.020	-334.546	0.018	0.179	0	181	6.74703e+07	7.70549e+04	5.952	NOT_AVAILABLE	50.3230380409	-7.8149695260
297.1271426970	10.6940966093	0.00060	0.00043	90	297.1271376963	10.6940670818	4303545479565066880	2015.0	0.433	0.268	1.31	0.58	-1.179	0.027	-7.087	0.023	0.072	0	122	5.91208e+07	6.64833e+04	6.095	NOT_AVAILABLE	49.0709557712	-7.5224860118
287.2495884269	6.0728830864	0.00041	0.00040	90	287.2495884269	6.0728830864	4305679769071437056	2015.0	0.407	0.397							0.189	0	92	1.32836e+08	9.32327e+05	5.216	NOT_AVAILABLE	40.3372414501	-1.1175339391
283.3745781690	9.6585635343	0.00062	0.00062	-0	283.3745752916	9.6585411472	4311317858538776704	2015.0	0.290	0.352	1.01	0.43	-0.681	0.036	-5.373	0.034	0.603	0	156	6.85483e+07	7.53873e+04	5.935	NOT_AVAILABLE	41.7746154003	3.9344759985
288.5761193909	11.7127605113	0.00458	0.00404	0	288.5761193909	11.7127605113	4312877004698496128	2015.0	4.042	4.576							0.555	0	45	6.58580e+07	2.82249e+05	5.978	NOT_AVAILABLE	45.9436373239	0.3301686311
289.9711118110	11.5349646695	0.00058	0.00048	90	289.9713003682	11.5350576704	4309870317122494976	2015.0	0.369	0.332	11.87	0.53	44.340	0.030	22.320	0.024	0.610	0	250	6.26479e+07	8.77328e+04	6.033	NOT_AVAILABLE	46.4242339166	-0.9613899191
281.7316343130	9.4192212886	0.00084	0.00074	90	281.7316622268	9.4192006007	4311425335800786560	2015.0	0.538	0.495	2.31	0.90	6.609	0.043	-4.965	0.036	0.777	0	256	5.50843e+07	5.62705e+04	6.172	NOT_AVAILABLE	40.8281731541	5.2732714321
290.7014623630	9.9131503373	0.00059	0.00047	90	290.7014973027	9.9135965712	4308655013174974464	2015.0	0.281	0.214	27.46	0.41	8.260	0.034	107.096	0.028	0.799	0	219	5.34424e+07	1.85218e+04	6.205	NOT_AVAILABLE	45.3293108700	-2.3563917687
287.2416765660	11.2935397856	0.00063	0.00053	90	287.2416046403	11.2934616490	4312660774553154176	2015.0	0.321	0.342	6.60	0.41	-16.928	0.036	-18.753	0.027	0.572	0	136	5.15996e+07	3.01980e+04	6.243	NOT_AVAILABLE	44.9669464645	1.2956703905
289.9139500750	12.3746787349	0.00079	0.00064	90	289.9139682042	12.3747466845	4318967985566918400	2015.0	0.636	0.515	9.60	0.98	4.250	0.031	16.308	0.025	0.587	0	209	1.00524e+08	3.75257e+05	5.519	NOT_AVAILABLE	47.1396712763	-0.5181509552
296.1492341270	13.2303409378	0.00047	0.00038	90	296.1492547700	13.2303215613	4316898739043200256	2015.0	0.206	0.189	2.34	0.30	4.823	0.028	-4.650	0.022	0.157	0	173	6.39260e+07	6.49831e+04	6.011	NOT_AVAILABLE	50.8169954696	-5.4396691412
295.2730387808	13.8156343572	0.00130	0.00104	0	295.2730387808	13.8156343572	4317157055556285824	2015.0	1.040	1.302							0.207	0	147	6.29384e+07	7.52213e+04	6.027	NOT_AVAILABLE	50.9084214268	-4.4100767617
291.8606817380	18.2958866748	0.00052	0.00049	-0	291.8606772798	18.2958631247	4323280510690261248	2015.0	0.169	0.204	0.66	0.28	-1.016	0.030	-5.652	0.032	0.342	0	152	5.76810e+07	1.33335e+05	6.122	NOT_AVAILABLE	53.2446412236	0.6268300129
294.0485512850	12.1616104286	0.00050	0.00039	90	294.0485734582	12.1615618933	4315436388584158464	2015.0	0.285	0.222	2.94	0.38	5.202	0.027	-11.648	0.021	0.272	0	161	5.69694e+07	4.85110e+04	6.136	NOT_AVAILABLE	48.8771243875	-4.1726761655
293.8634423790	15.6105741332	0.00047	0.00042	90	293.8634690734	15.6105834781	4318387993186403712	2015.0	0.220	0.228	2.49	0.33	6.170	0.027	2.243	0.023	0.172	0	153	5.68051e+07	3.73743e+04	6.139	NOT_AVAILABLE	51.8121572990	-2.3445115527
291.0919702870	16.9377178169	0.00052	0.00044	0	291.0919426468	16.9376524059	4322470411141318784	2015.0	0.232	0.350	7.61	0.43	-6.346	0.025	-15.699	0.026	0.359	0	149	5.05390e+07	2.54720e+04	6.266	NOT_AVAILABLE	51.7013293646	0.6264253211
296.1424625090	13.3027848887	0.00054	0.00044	90	296.1424649091	13.3027434295	4316901522184698112	2015.0	0.385	0.327	3.33	0.50	0.561	0.025	-9.950	0.019	0.241	0	160	5.04604e+07	7.41747e+04	6.267	NOT_AVAILABLE	50.8770169345	-5.3982185124
247.7846618306	-16.6128868654	0.00075	0.00072	90	247.7846618306	-16.6128868654	4325157273958690560	2015.0	0.755	0.718							0.033	0	102	2.93406e+08	5.85017e+06	4.356	NOT_AVAILABLE	0.1250102144	21.0825310692
246.7559574426	-18.4563425018	0.00060	0.00051	90	246.7559574426	-18.4563425018	4323764712417428736	2015.0	0.595	0.506							0.095	1	77	2.63418e+08	3.98650e+06	4.473	NOT_AVAILABLE	357.9327114964	20.6765615132
247.4456634761	-14.5508242356	0.00230	0.00050	90	247.4456634761	-14.5508242356	4325706656111244672	2015.0	2.300	0.497							-0.620	0	80	1.10809e+08	4.70695e+05	5.413	NOT_AVAILABLE	1.6462454281	22.6204985971
248.3800174260	-12.5602336089	0.00071	0.00043	90	248.3799735527	-12.5602194316	4330869065066218752	2015.0	0.292	0.181	2.66	0.35	-10.278	0.043	3.403	0.026	-0.197	0	154	6.25630e+07	5.57383e+04	6.034	NOT_AVAILABLE	3.9589389450	23.1172426982
243.9645630960	-14.8491158532	0.00066	0.00043	90	243.9645911616	-14.8491108613	4329233816397917312	2015.0	0.454	0.282	5.31	0.51	6.511	0.032	1.198	0.022	-0.112	0	137	6.04858e+07	6.53885e+04	6.071	NOT_AVAILABLE	359.0686918413	25.0430214653
253.6487222090	-6.1539806694	0.00090	0.00064	90	253.6485919084	-6.1540694403	4341074079160233088	2015.0	0.674	0.484	12.72	0.87	-31.092	0.039	-21.305	0.028	-0.137	0	149	1.72521e+08	1.09872e+06	4.933	NOT_AVAILABLE	12.8850020526	22.5166183418
257.4497922640	-10.5233004272	0.00083	0.00075	90	257.4500232587	-10.5237514429	4335291232113679360	2015.0	0.645	0.618	23.97	0.71	54.506	0.035	-108.244	0.028	0.500	0	86	1.17783e+08	5.77742e+05	5.347	NOT_AVAILABLE	11.1479655852	16.9881586871
250.2824910360	-11.8386005820	0.00132	0.00086	90	250.2824276625	-11.8386618604	4336973381825904000	2015.0	0.408	0.237	3.04	0.49	-14.886	0.084	-14.707	0.055	-0.092	0	126	6.84625e+07	4.22254e+04	5.936	NOT_AVAILABLE	5.7857695532	22.0526377389
250.2350334340	-8.3096251713	0.00065	0.00045	90	250.2349765425	-8.3096229306	4339078946592501504	2015.0	0.372	0.242	8.48	0.51	-13.511	0.036	0.538	0.026	-0.515	0	138	6.53414e+07	8.75627e+04	5.987	NOT_AVAILABLE	8.8841600145	24.1346824689
